timestep,timestamp,scenario,supply_scenario,zone_id,crop,soil_type,area_m2,available_water,zone_priority,zone_stress,zone_demand,irrigation_command,irrigation_request_mm,allocation_factor,allocated_irrigation_mm,unmet_demand_mm,allocation_ratio,water_volume_requested_L,water_volume_allocated_L,water_volume_unmet_L,rainfall_mm,effective_rainfall_mm,soil_moisture,moisture_error,et0_mm_day,etc_mm_step,water_balance_residual_mm
1039,2026-06-01 17:19:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8554,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2207,6.7793,0.01,0.0085,0.0
1039,2026-06-01 17:19:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9422,9.2326,7.0463,0.0141,57.4405,0.0081,0.006,0.5744,1.1274,0.6476,0.4798,0.0,0.0,64.764,0.236,0.01,0.012,0.0
1040,2026-06-01 17:20:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.1033,9.2326,17.148,0.0343,62.0427,0.0213,0.013,0.6204,3.4296,2.1278,1.3018,0.0,0.0,57.4829,2.5171,0.0101,0.0116,0.0
1040,2026-06-01 17:20:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8528,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2248,6.7752,0.0101,0.0086,0.0
1040,2026-06-01 17:20:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9419,9.2326,7.0483,0.0141,57.4405,0.0081,0.006,0.5744,1.1277,0.6478,0.48,0.0,0.0,64.7637,0.2363,0.0101,0.0121,0.0
1041,2026-06-01 17:21:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.1021,9.2326,17.1435,0.0343,62.0337,0.0213,0.013,0.6203,3.4287,2.1269,1.3017,0.0,0.0,57.4843,2.5157,0.0099,0.0114,0.0
1041,2026-06-01 17:21:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8503,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.229,6.771,0.0099,0.0084,0.0
1041,2026-06-01 17:21:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9416,9.2326,7.051,0.0141,57.4405,0.0081,0.006,0.5744,1.1282,0.648,0.4801,0.0,0.0,64.7633,0.2367,0.0099,0.0119,0.0
1042,2026-06-01 17:22:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.1008,9.2326,17.139,0.0343,62.0248,0.0213,0.013,0.6202,3.4278,2.1261,1.3017,0.0,0.0,57.4857,2.5143,0.0105,0.0121,0.0
1042,2026-06-01 17:22:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8478,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2331,6.7669,0.0105,0.0089,0.0
1042,2026-06-01 17:22:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9412,9.2326,7.0537,0.0141,57.4405,0.0081,0.006,0.5744,1.1286,0.6483,0.4803,0.0,0.0,64.7629,0.2371,0.0105,0.0126,0.0
1043,2026-06-01 17:23:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0997,9.2326,17.1348,0.0343,62.0164,0.0213,0.013,0.6202,3.427,2.1253,1.3017,0.0,0.0,57.487,2.513,0.0097,0.0112,0.0
1043,2026-06-01 17:23:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8453,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2372,6.7628,0.0097,0.0083,0.0
1043,2026-06-01 17:23:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9408,9.2326,7.057,0.0141,57.4405,0.0081,0.006,0.5744,1.1291,0.6486,0.4805,0.0,0.0,64.7624,0.2376,0.0097,0.0117,0.0
1044,2026-06-01 17:24:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0985,9.2326,17.1303,0.0343,62.0075,0.0212,0.013,0.6201,3.4261,2.1244,1.3016,0.0,0.0,57.4884,2.5116,0.0098,0.0113,0.0
1044,2026-06-01 17:24:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8427,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2414,6.7586,0.0098,0.0084,0.0
1044,2026-06-01 17:24:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9405,9.2326,7.059,0.0141,57.4405,0.0081,0.006,0.5744,1.1294,0.6488,0.4807,0.0,0.0,64.7621,0.2379,0.0098,0.0118,0.0
1045,2026-06-01 17:25:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0972,9.2326,17.1258,0.0343,61.9985,0.0212,0.013,0.62,3.4252,2.1235,1.3016,0.0,0.0,57.4898,2.5102,0.0102,0.0117,0.0
1045,2026-06-01 17:25:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8401,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2455,6.7545,0.0102,0.0087,0.0
1045,2026-06-01 17:25:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9402,9.2326,7.0617,0.0141,57.4405,0.0081,0.006,0.5744,1.1299,0.649,0.4809,0.0,0.0,64.7617,0.2383,0.0102,0.0122,0.0
1046,2026-06-01 17:26:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.096,9.2326,17.1213,0.0342,61.9896,0.0212,0.013,0.6199,3.4243,2.1227,1.3016,0.0,0.0,57.4912,2.5088,0.0095,0.011,0.0
1046,2026-06-01 17:26:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8376,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2497,6.7503,0.0095,0.0081,0.0
1046,2026-06-01 17:26:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9398,9.2326,7.0644,0.0141,57.4405,0.0081,0.006,0.5744,1.1303,0.6492,0.481,0.0,0.0,64.7613,0.2387,0.0095,0.0114,0.0
1047,2026-06-01 17:27:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0947,9.2326,17.1164,0.0342,61.98,0.0212,0.013,0.6198,3.4233,2.1218,1.3015,0.0,0.0,57.4927,2.5073,0.0103,0.0119,0.0
1047,2026-06-01 17:27:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.835,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2539,6.7461,0.0103,0.0088,0.0
1047,2026-06-01 17:27:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9396,9.2326,7.0664,0.0141,57.4405,0.0081,0.006,0.5744,1.1306,0.6494,0.4812,0.0,0.0,64.761,0.239,0.0103,0.0124,0.0
1048,2026-06-01 17:28:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0936,9.2326,17.1123,0.0342,61.9717,0.0212,0.013,0.6197,3.4225,2.121,1.3015,0.0,0.0,57.494,2.506,0.0098,0.0113,0.0
1048,2026-06-01 17:28:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8324,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.258,6.742,0.0098,0.0084,0.0
1048,2026-06-01 17:28:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9391,9.2326,7.0697,0.0141,57.4405,0.0081,0.006,0.5744,1.1312,0.6497,0.4814,0.0,0.0,64.7605,0.2395,0.0098,0.0118,0.0
1049,2026-06-01 17:29:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0924,9.2326,17.1077,0.0342,61.9627,0.0212,0.013,0.6196,3.4215,2.1201,1.3015,0.0,0.0,57.4954,2.5046,0.0101,0.0116,0.0
1049,2026-06-01 17:29:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8299,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2621,6.7379,0.0101,0.0086,0.0
1049,2026-06-01 17:29:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9389,9.2326,7.0717,0.0141,57.4405,0.0081,0.006,0.5744,1.1315,0.6499,0.4816,0.0,0.0,64.7602,0.2398,0.0101,0.0121,0.0
1050,2026-06-01 17:30:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0911,9.2326,17.1032,0.0342,61.9538,0.0212,0.013,0.6195,3.4206,2.1192,1.3014,0.0,0.0,57.4968,2.5032,0.0098,0.0113,0.0
1050,2026-06-01 17:30:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8273,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2663,6.7337,0.0098,0.0083,0.0
1050,2026-06-01 17:30:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9385,9.2326,7.0744,0.0141,57.4405,0.0081,0.006,0.5744,1.1319,0.6502,0.4817,0.0,0.0,64.7598,0.2402,0.0098,0.0118,0.0
1051,2026-06-01 17:31:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0899,9.2326,17.0987,0.0342,61.9448,0.0212,0.013,0.6194,3.4197,2.1184,1.3014,0.0,0.0,57.4982,2.5018,0.0094,0.0108,0.0
1051,2026-06-01 17:31:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8248,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2704,6.7296,0.0094,0.008,0.0
1051,2026-06-01 17:31:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9382,9.2326,7.0771,0.0142,57.4405,0.0081,0.006,0.5744,1.1323,0.6504,0.4819,0.0,0.0,64.7594,0.2406,0.0094,0.0113,0.0
1052,2026-06-01 17:32:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0886,9.2326,17.0939,0.0342,61.9352,0.0212,0.013,0.6194,3.4188,2.1174,1.3013,0.0,0.0,57.4997,2.5003,0.0095,0.0109,0.0
1052,2026-06-01 17:32:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8223,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2746,6.7254,0.0095,0.0081,0.0
1052,2026-06-01 17:32:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9379,9.2326,7.0791,0.0142,57.4405,0.0081,0.006,0.5744,1.1327,0.6506,0.4821,0.0,0.0,64.7591,0.2409,0.0095,0.0114,0.0
1053,2026-06-01 17:33:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0874,9.2326,17.0894,0.0342,61.9263,0.0212,0.013,0.6193,3.4179,2.1166,1.3013,0.0,0.0,57.5011,2.4989,0.0092,0.0105,0.0
1053,2026-06-01 17:33:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8197,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2788,6.7212,0.0092,0.0078,0.0
1053,2026-06-01 17:33:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9376,9.2326,7.0817,0.0142,57.4405,0.0081,0.006,0.5744,1.1331,0.6508,0.4822,0.0,0.0,64.7587,0.2413,0.0092,0.011,0.0
1054,2026-06-01 17:34:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.086,9.2326,17.0842,0.0342,61.916,0.0212,0.013,0.6192,3.4168,2.1156,1.3013,0.0,0.0,57.5027,2.4973,0.0094,0.0109,0.0
1054,2026-06-01 17:34:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8171,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.283,6.717,0.0094,0.008,0.0
1054,2026-06-01 17:34:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9374,9.2326,7.0831,0.0142,57.4405,0.0081,0.006,0.5744,1.1333,0.651,0.4823,0.0,0.0,64.7585,0.2415,0.0094,0.0113,0.0
1055,2026-06-01 17:35:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0847,9.2326,17.0797,0.0342,61.9071,0.0211,0.013,0.6191,3.4159,2.1147,1.3012,0.0,0.0,57.5041,2.4959,0.0099,0.0114,0.0
1055,2026-06-01 17:35:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8146,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2872,6.7128,0.0099,0.0084,0.0
1055,2026-06-01 17:35:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9371,9.2326,7.0857,0.0142,57.4405,0.0081,0.006,0.5744,1.1337,0.6512,0.4825,0.0,0.0,64.7581,0.2419,0.0099,0.0119,0.0
1056,2026-06-01 17:36:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0835,9.2326,17.0751,0.0342,61.8981,0.0211,0.013,0.619,3.415,2.1138,1.3012,0.0,0.0,57.5055,2.4945,0.0092,0.0106,0.0
1056,2026-06-01 17:36:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.812,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2914,6.7086,0.0092,0.0078,0.0
1056,2026-06-01 17:36:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9368,9.2326,7.0877,0.0142,57.4405,0.0081,0.006,0.5744,1.134,0.6514,0.4826,0.0,0.0,64.7578,0.2422,0.0092,0.011,0.0
1057,2026-06-01 17:37:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0821,9.2326,17.0703,0.0341,61.8885,0.0211,0.013,0.6189,3.4141,2.1129,1.3011,0.0,0.0,57.507,2.493,0.0088,0.0101,0.0
1057,2026-06-01 17:37:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8094,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2956,6.7044,0.0088,0.0075,0.0
1057,2026-06-01 17:37:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9365,9.2326,7.0898,0.0142,57.4405,0.0081,0.006,0.5744,1.1344,0.6516,0.4828,0.0,0.0,64.7575,0.2425,0.0088,0.0106,0.0
1058,2026-06-01 17:38:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0807,9.2326,17.0651,0.0341,61.8783,0.0211,0.013,0.6188,3.413,2.1119,1.3011,0.0,0.0,57.5086,2.4914,0.009,0.0104,0.0
1058,2026-06-01 17:38:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8068,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.2999,6.7001,0.009,0.0077,0.0
1058,2026-06-01 17:38:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9363,9.2326,7.0918,0.0142,57.4405,0.0081,0.006,0.5744,1.1347,0.6518,0.4829,0.0,0.0,64.7572,0.2428,0.009,0.0108,0.0
1059,2026-06-01 17:39:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0793,9.2326,17.0599,0.0341,61.868,0.0211,0.013,0.6187,3.412,2.1109,1.3011,0.0,0.0,57.5102,2.4898,0.0095,0.0109,0.0
1059,2026-06-01 17:39:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8043,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3041,6.6959,0.0095,0.0081,0.0
1059,2026-06-01 17:39:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9361,9.2326,7.0931,0.0142,57.4405,0.0081,0.006,0.5744,1.1349,0.6519,0.483,0.0,0.0,64.757,0.243,0.0095,0.0114,0.0
1060,2026-06-01 17:40:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0781,9.2326,17.0554,0.0341,61.8591,0.0211,0.013,0.6186,3.4111,2.1101,1.301,0.0,0.0,57.5116,2.4884,0.0094,0.0109,0.0
1060,2026-06-01 17:40:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.8017,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3083,6.6917,0.0094,0.008,0.0
1060,2026-06-01 17:40:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9357,9.2326,7.0958,0.0142,57.4405,0.0082,0.006,0.5744,1.1353,0.6521,0.4832,0.0,0.0,64.7566,0.2434,0.0094,0.0113,0.0
1061,2026-06-01 17:41:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0767,9.2326,17.0506,0.0341,61.8495,0.0211,0.013,0.6185,3.4101,2.1091,1.301,0.0,0.0,57.5131,2.4869,0.0089,0.0103,0.0
1061,2026-06-01 17:41:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7991,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3125,6.6875,0.0089,0.0076,0.0
1061,2026-06-01 17:41:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9355,9.2326,7.0978,0.0142,57.4405,0.0082,0.006,0.5744,1.1356,0.6523,0.4833,0.0,0.0,64.7563,0.2437,0.0089,0.0107,0.0
1062,2026-06-01 17:42:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0754,9.2326,17.0457,0.0341,61.8399,0.0211,0.013,0.6184,3.4091,2.1082,1.3009,0.0,0.0,57.5146,2.4854,0.0089,0.0102,0.0
1062,2026-06-01 17:42:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7965,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3167,6.6833,0.0089,0.0076,0.0
1062,2026-06-01 17:42:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9353,9.2326,7.0991,0.0142,57.4405,0.0082,0.006,0.5744,1.1359,0.6524,0.4834,0.0,0.0,64.7561,0.2439,0.0089,0.0107,0.0
1063,2026-06-01 17:43:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.074,9.2326,17.0405,0.0341,61.8297,0.0211,0.013,0.6183,3.4081,2.1072,1.3009,0.0,0.0,57.5162,2.4838,0.0091,0.0105,0.0
1063,2026-06-01 17:43:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7939,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.321,6.679,0.0091,0.0077,0.0
1063,2026-06-01 17:43:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9351,9.2326,7.1011,0.0142,57.4405,0.0082,0.006,0.5744,1.1362,0.6526,0.4836,0.0,0.0,64.7558,0.2442,0.0091,0.0109,0.0
1064,2026-06-01 17:44:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0727,9.2326,17.0357,0.0341,61.8201,0.0211,0.013,0.6182,3.4071,2.1063,1.3008,0.0,0.0,57.5177,2.4823,0.0094,0.0108,0.0
1064,2026-06-01 17:44:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7913,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3252,6.6748,0.0094,0.008,0.0
1064,2026-06-01 17:44:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9348,9.2326,7.1031,0.0142,57.4405,0.0082,0.006,0.5744,1.1365,0.6528,0.4837,0.0,0.0,64.7555,0.2445,0.0094,0.0112,0.0
1065,2026-06-01 17:45:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0714,9.2326,17.0311,0.0341,61.8111,0.0211,0.013,0.6181,3.4062,2.1054,1.3008,0.0,0.0,57.5191,2.4809,0.0092,0.0106,0.0
1065,2026-06-01 17:45:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7888,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3294,6.6706,0.0092,0.0079,0.0
1065,2026-06-01 17:45:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9345,9.2326,7.1051,0.0142,57.4405,0.0082,0.006,0.5744,1.1368,0.653,0.4838,0.0,0.0,64.7552,0.2448,0.0092,0.0111,0.0
1066,2026-06-01 17:46:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0701,9.2326,17.0263,0.0341,61.8015,0.021,0.013,0.618,3.4053,2.1045,1.3008,0.0,0.0,57.5206,2.4794,0.0085,0.0098,0.0
1066,2026-06-01 17:46:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7862,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3336,6.6664,0.0085,0.0073,0.0
1066,2026-06-01 17:46:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9343,9.2326,7.1071,0.0142,57.4405,0.0082,0.006,0.5744,1.1371,0.6532,0.484,0.0,0.0,64.7549,0.2451,0.0085,0.0103,0.0
1067,2026-06-01 17:47:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0687,9.2326,17.0211,0.034,61.7913,0.021,0.013,0.6179,3.4042,2.1035,1.3007,0.0,0.0,57.5222,2.4778,0.0088,0.0101,0.0
1067,2026-06-01 17:47:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7836,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3379,6.6621,0.0088,0.0074,0.0
1067,2026-06-01 17:47:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9341,9.2326,7.1084,0.0142,57.4405,0.0082,0.0061,0.5744,1.1373,0.6533,0.4841,0.0,0.0,64.7547,0.2453,0.0088,0.0105,0.0
1068,2026-06-01 17:48:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0673,9.2326,17.0159,0.034,61.7811,0.021,0.013,0.6178,3.4032,2.1025,1.3007,0.0,0.0,57.5238,2.4762,0.0086,0.0099,0.0
1068,2026-06-01 17:48:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.781,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3422,6.6578,0.0086,0.0073,0.0
1068,2026-06-01 17:48:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9339,9.2326,7.1098,0.0142,57.4405,0.0082,0.0061,0.5744,1.1376,0.6534,0.4841,0.0,0.0,64.7545,0.2455,0.0086,0.0103,0.0
1069,2026-06-01 17:49:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0659,9.2326,17.0107,0.034,61.7709,0.021,0.013,0.6177,3.4021,2.1015,1.3006,0.0,0.0,57.5254,2.4746,0.0085,0.0098,0.0
1069,2026-06-01 17:49:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7784,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3465,6.6535,0.0085,0.0072,0.0
1069,2026-06-01 17:49:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9338,9.2326,7.1111,0.0142,57.4405,0.0082,0.0061,0.5744,1.1378,0.6535,0.4842,0.0,0.0,64.7543,0.2457,0.0085,0.0102,0.0
1070,2026-06-01 17:50:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0645,9.2326,17.0055,0.034,61.7606,0.021,0.013,0.6176,3.4011,2.1005,1.3006,0.0,0.0,57.527,2.473,0.0089,0.0103,0.0
1070,2026-06-01 17:50:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7757,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3508,6.6492,0.0089,0.0076,0.0
1070,2026-06-01 17:50:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9336,9.2326,7.1124,0.0142,57.4405,0.0082,0.0061,0.5744,1.138,0.6537,0.4843,0.0,0.0,64.7541,0.2459,0.0089,0.0107,0.0
1071,2026-06-01 17:51:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0632,9.2326,17.0007,0.034,61.7511,0.021,0.013,0.6175,3.4001,2.0996,1.3005,0.0,0.0,57.5285,2.4715,0.0083,0.0095,0.0
1071,2026-06-01 17:51:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7732,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.355,6.645,0.0083,0.007,0.0
1071,2026-06-01 17:51:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9333,9.2326,7.1144,0.0142,57.4405,0.0082,0.0061,0.5744,1.1383,0.6539,0.4845,0.0,0.0,64.7538,0.2462,0.0083,0.0099,0.0
1072,2026-06-01 17:52:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0617,9.2326,16.9952,0.034,61.7402,0.021,0.013,0.6174,3.399,2.0986,1.3005,0.0,0.0,57.5302,2.4698,0.008,0.0092,0.0
