step,timestamp,scenario,zone_id,crop,soil_moisture,target_moisture,moisture_error,rsm,soil_stress,weather_stress,et0,etc,rainfall,effective_rainfall,crop_water_deficit,water_demand,irrigation_command,irrigation_application,infiltration,actual_et,drainage,next_soil_moisture,water_balance_residual,storage_mm
1346,2026-06-01 22:26:00,Normal,1,Tomato,59.5106,60.0,0.4894,0.7669,13.72,30.57,0.000711,0.000818,0.0,0.0,0.000818,9.23,8.64,0.017289,0.0173,0.0008,0.0,59.5129,0.0,416.5739
1347,2026-06-01 22:27:00,Normal,1,Tomato,59.5129,60.0,0.4871,0.767,13.73,27.48,0.000617,0.00071,0.0,0.0,0.00071,9.23,8.63,0.017262,0.0173,0.0007,0.0,59.5153,0.0,416.5904
1348,2026-06-01 22:28:00,Normal,1,Tomato,59.5153,60.0,0.4847,0.767,13.73,28.92,0.000627,0.000721,0.0,0.0,0.000721,9.23,8.62,0.017233,0.0172,0.0007,0.0,59.5176,0.0,416.607
1349,2026-06-01 22:29:00,Normal,1,Tomato,59.5176,60.0,0.4824,0.7671,13.73,30.06,0.000699,0.000804,0.0,0.0,0.000804,9.23,8.6,0.017205,0.0172,0.0008,0.0,59.52,0.0,416.6235
1350,2026-06-01 22:30:00,Normal,1,Tomato,59.52,60.0,0.48,0.7671,13.73,27.08,0.000584,0.000672,0.0,0.0,0.000672,9.23,8.59,0.017177,0.0172,0.0007,0.0,59.5223,0.0,416.6399
1351,2026-06-01 22:31:00,Normal,1,Tomato,59.5223,60.0,0.4777,0.7672,13.73,29.89,0.000691,0.000795,0.0,0.0,0.000795,9.23,8.57,0.017149,0.0171,0.0008,0.0,59.5247,0.0,416.6564
1352,2026-06-01 22:32:00,Normal,1,Tomato,59.5247,60.0,0.4753,0.7672,13.74,29.07,0.000648,0.000745,0.0,0.0,0.000745,9.23,8.56,0.01712,0.0171,0.0007,0.0,59.527,0.0,416.6728
1353,2026-06-01 22:33:00,Normal,1,Tomato,59.527,60.0,0.473,0.7673,13.74,27.31,0.000601,0.000691,0.0,0.0,0.000691,9.23,8.55,0.017093,0.0171,0.0007,0.0,59.5294,0.0,416.6892
1354,2026-06-01 22:34:00,Normal,1,Tomato,59.5294,60.0,0.4706,0.7673,13.74,28.04,0.000616,0.000708,0.0,0.0,0.000708,9.23,8.53,0.017064,0.0171,0.0007,0.0,59.5317,0.0,416.7056
1355,2026-06-01 22:35:00,Normal,1,Tomato,59.5317,60.0,0.4683,0.7674,13.74,27.37,0.000589,0.000677,0.0,0.0,0.000677,9.23,8.52,0.017036,0.017,0.0007,0.0,59.5341,0.0,416.722
1356,2026-06-01 22:36:00,Normal,1,Tomato,59.5341,60.0,0.4659,0.7674,13.74,25.1,0.000463,0.000532,0.0,0.0,0.000532,9.23,8.5,0.017008,0.017,0.0005,0.0,59.5364,0.0,416.7384
1357,2026-06-01 22:37:00,Normal,1,Tomato,59.5364,60.0,0.4636,0.7675,13.75,28.81,0.000656,0.000754,0.0,0.0,0.000754,9.23,8.49,0.01698,0.017,0.0008,0.0,59.5387,0.0,416.7549
1358,2026-06-01 22:38:00,Normal,1,Tomato,59.5387,60.0,0.4613,0.7675,13.75,28.49,0.00064,0.000736,0.0,0.0,0.000736,9.23,8.48,0.016952,0.017,0.0007,0.0,59.541,0.0,416.7711
1359,2026-06-01 22:39:00,Normal,1,Tomato,59.541,60.0,0.459,0.7676,13.75,28.9,0.000684,0.000787,0.0,0.0,0.000787,9.23,8.46,0.016925,0.0169,0.0008,0.0,59.5433,0.0,416.7873
1360,2026-06-01 22:40:00,Normal,1,Tomato,59.5433,60.0,0.4567,0.7676,13.75,26.59,0.000562,0.000646,0.0,0.0,0.000646,9.23,8.45,0.016897,0.0169,0.0006,0.0,59.5457,0.0,416.8034
1361,2026-06-01 22:41:00,Normal,1,Tomato,59.5457,60.0,0.4543,0.7677,13.75,31.26,0.000815,0.000937,0.0,0.0,0.000937,9.23,8.43,0.016868,0.0169,0.0009,0.0,59.5479,0.0,416.8197
1362,2026-06-01 22:42:00,Normal,1,Tomato,59.5479,60.0,0.4521,0.7677,13.76,26.66,0.000563,0.000647,0.0,0.0,0.000647,9.23,8.42,0.016841,0.0168,0.0006,0.0,59.5503,0.0,416.8356
1363,2026-06-01 22:43:00,Normal,1,Tomato,59.5503,60.0,0.4497,0.7678,13.76,26.78,0.000541,0.000622,0.0,0.0,0.000622,9.23,8.41,0.016812,0.0168,0.0006,0.0,59.5526,0.0,416.8518
1364,2026-06-01 22:44:00,Normal,1,Tomato,59.5526,60.0,0.4474,0.7678,13.76,24.95,0.000497,0.000572,0.0,0.0,0.000572,9.23,8.39,0.016784,0.0168,0.0006,0.0,59.5549,0.0,416.868
1365,2026-06-01 22:45:00,Normal,1,Tomato,59.5549,60.0,0.4451,0.7679,13.76,24.79,0.000433,0.000498,0.0,0.0,0.000498,9.23,8.38,0.016757,0.0168,0.0005,0.0,59.5572,0.0,416.8842
1366,2026-06-01 22:46:00,Normal,1,Tomato,59.5572,60.0,0.4428,0.7679,13.76,26.77,0.000709,0.000815,0.0,0.0,0.000815,9.23,8.36,0.016729,0.0167,0.0008,0.0,59.5595,0.0,416.9005
1367,2026-06-01 22:47:00,Normal,1,Tomato,59.5595,60.0,0.4405,0.768,13.77,28.99,0.00072,0.000828,0.0,0.0,0.000828,9.23,8.35,0.016701,0.0167,0.0008,0.0,59.5618,0.0,416.9164
1368,2026-06-01 22:48:00,Normal,1,Tomato,59.5618,60.0,0.4382,0.768,13.77,29.28,0.000665,0.000765,0.0,0.0,0.000765,9.23,8.34,0.016673,0.0167,0.0008,0.0,59.564,0.0,416.9323
1369,2026-06-01 22:49:00,Normal,1,Tomato,59.564,60.0,0.436,0.7681,13.77,24.0,0.000489,0.000562,0.0,0.0,0.000562,9.23,8.32,0.016646,0.0166,0.0006,0.0,59.5663,0.0,416.9482
1370,2026-06-01 22:50:00,Normal,1,Tomato,59.5663,60.0,0.4337,0.7681,13.77,26.04,0.000714,0.000821,0.0,0.0,0.000821,9.23,8.31,0.016618,0.0166,0.0008,0.0,59.5686,0.0,416.9643
1371,2026-06-01 22:51:00,Normal,1,Tomato,59.5686,60.0,0.4314,0.7682,13.77,26.31,0.000554,0.000637,0.0,0.0,0.000637,9.23,8.3,0.016591,0.0166,0.0006,0.0,59.5709,0.0,416.9801
1372,2026-06-01 22:52:00,Normal,1,Tomato,59.5709,60.0,0.4291,0.7682,13.78,25.08,0.000538,0.000619,0.0,0.0,0.000619,9.23,8.28,0.016563,0.0166,0.0006,0.0,59.5731,0.0,416.9961
1373,2026-06-01 22:53:00,Normal,1,Tomato,59.5731,60.0,0.4269,0.7683,13.78,27.92,0.000693,0.000797,0.0,0.0,0.000797,9.23,8.27,0.016536,0.0165,0.0008,0.0,59.5754,0.0,417.012
1374,2026-06-01 22:54:00,Normal,1,Tomato,59.5754,60.0,0.4246,0.7683,13.78,27.72,0.000626,0.00072,0.0,0.0,0.00072,9.23,8.25,0.016508,0.0165,0.0007,0.0,59.5776,0.0,417.0277
1375,2026-06-01 22:55:00,Normal,1,Tomato,59.5776,60.0,0.4224,0.7684,13.78,24.75,0.000735,0.000845,0.0,0.0,0.000845,9.23,8.24,0.016481,0.0165,0.0008,0.0,59.5799,0.0,417.0435
1376,2026-06-01 22:56:00,Normal,1,Tomato,59.5799,60.0,0.4201,0.7684,13.78,27.62,0.0006,0.00069,0.0,0.0,0.00069,9.23,8.23,0.016453,0.0165,0.0007,0.0,59.5821,0.0,417.0591
1377,2026-06-01 22:57:00,Normal,1,Tomato,59.5821,60.0,0.4179,0.7685,13.79,22.89,0.000495,0.000569,0.0,0.0,0.000569,9.23,8.21,0.016426,0.0164,0.0006,0.0,59.5844,0.0,417.0749
1378,2026-06-01 22:58:00,Normal,1,Tomato,59.5844,60.0,0.4156,0.7685,13.79,21.95,0.000471,0.000542,0.0,0.0,0.000542,9.23,8.2,0.016398,0.0164,0.0005,0.0,59.5867,0.0,417.0908
1379,2026-06-01 22:59:00,Normal,1,Tomato,59.5867,60.0,0.4133,0.7686,13.79,24.3,0.000387,0.000445,0.0,0.0,0.000445,9.23,8.18,0.01637,0.0164,0.0004,0.0,59.5889,0.0,417.1067
1380,2026-06-01 23:00:00,Normal,1,Tomato,59.5889,60.0,0.4111,0.7686,13.79,24.39,0.00052,0.000598,0.0,0.0,0.000598,9.23,8.17,0.016343,0.0163,0.0006,0.0,59.5912,0.0,417.1226
1381,2026-06-01 23:01:00,Normal,1,Tomato,59.5912,60.0,0.4088,0.7687,13.79,18.55,0.00057,0.000655,0.0,0.0,0.000655,9.23,8.16,0.016315,0.0163,0.0007,0.0,59.5934,0.0,417.1383
1382,2026-06-01 23:02:00,Normal,1,Tomato,59.5934,60.0,0.4066,0.7687,13.79,24.56,0.00058,0.000667,0.0,0.0,0.000667,9.23,8.14,0.016288,0.0163,0.0007,0.0,59.5957,0.0,417.154
1383,2026-06-01 23:03:00,Normal,1,Tomato,59.5957,60.0,0.4043,0.7688,13.8,21.86,0.000508,0.000584,0.0,0.0,0.000584,9.23,8.13,0.016259,0.0163,0.0006,0.0,59.5979,0.0,417.1696
1384,2026-06-01 23:04:00,Normal,1,Tomato,59.5979,60.0,0.4021,0.7688,13.8,22.06,0.000414,0.000476,0.0,0.0,0.000476,9.23,8.12,0.016232,0.0162,0.0005,0.0,59.6002,0.0,417.1853
1385,2026-06-01 23:05:00,Normal,1,Tomato,59.6002,60.0,0.3998,0.7689,13.8,24.24,0.000541,0.000622,0.0,0.0,0.000622,9.23,8.1,0.016204,0.0162,0.0006,0.0,59.6024,0.0,417.2011
1386,2026-06-01 23:06:00,Normal,1,Tomato,59.6024,60.0,0.3976,0.7689,13.8,26.04,0.000624,0.000718,0.0,0.0,0.000718,9.23,8.09,0.016177,0.0162,0.0007,0.0,59.6046,0.0,417.2167
1387,2026-06-01 23:07:00,Normal,1,Tomato,59.6046,60.0,0.3954,0.769,13.8,20.47,0.000522,0.0006,0.0,0.0,0.0006,9.23,8.07,0.016149,0.0161,0.0006,0.0,59.6068,0.0,417.2322
1388,2026-06-01 23:08:00,Normal,1,Tomato,59.6068,60.0,0.3932,0.769,13.81,20.4,0.000505,0.000581,0.0,0.0,0.000581,9.23,8.06,0.016122,0.0161,0.0006,0.0,59.609,0.0,417.2477
1389,2026-06-01 23:09:00,Normal,1,Tomato,59.609,60.0,0.391,0.7691,13.81,21.07,0.000418,0.000481,0.0,0.0,0.000481,9.23,8.05,0.016094,0.0161,0.0005,0.0,59.6113,0.0,417.2632
1390,2026-06-01 23:10:00,Normal,1,Tomato,59.6113,60.0,0.3887,0.7691,13.81,23.25,0.000575,0.000661,0.0,0.0,0.000661,9.23,8.03,0.016066,0.0161,0.0007,0.0,59.6135,0.0,417.2788
1391,2026-06-01 23:11:00,Normal,1,Tomato,59.6135,60.0,0.3865,0.7692,13.81,23.69,0.000226,0.00026,0.0,0.0,0.00026,9.23,8.02,0.016038,0.016,0.0003,0.0,59.6157,0.0,417.2942
1392,2026-06-01 23:12:00,Normal,1,Tomato,59.6157,60.0,0.3843,0.7692,13.81,19.79,0.000505,0.000581,0.0,0.0,0.000581,9.23,8.01,0.016011,0.016,0.0006,0.0,59.6179,0.0,417.31
1393,2026-06-01 23:13:00,Normal,1,Tomato,59.6179,60.0,0.3821,0.7693,13.82,17.9,0.000667,0.000767,0.0,0.0,0.000767,9.23,7.99,0.015983,0.016,0.0008,0.0,59.6201,0.0,417.3254
1394,2026-06-01 23:14:00,Normal,1,Tomato,59.6201,60.0,0.3799,0.7693,13.82,17.55,0.00032,0.000368,0.0,0.0,0.000368,9.23,7.98,0.015956,0.016,0.0004,0.0,59.6223,0.0,417.3406
1395,2026-06-01 23:15:00,Normal,1,Tomato,59.6223,60.0,0.3777,0.7694,13.82,22.66,0.000481,0.000553,0.0,0.0,0.000553,9.23,7.96,0.015928,0.0159,0.0006,0.0,59.6245,0.0,417.3562
1396,2026-06-01 23:16:00,Normal,1,Tomato,59.6245,60.0,0.3755,0.7694,13.82,19.37,0.000466,0.000536,0.0,0.0,0.000536,9.23,7.95,0.0159,0.0159,0.0005,0.0,59.6267,0.0,417.3716
1397,2026-06-01 23:17:00,Normal,1,Tomato,59.6267,60.0,0.3733,0.7695,13.82,20.15,0.000428,0.000492,0.0,0.0,0.000492,9.23,7.94,0.015873,0.0159,0.0005,0.0,59.6289,0.0,417.387
1398,2026-06-01 23:18:00,Normal,1,Tomato,59.6289,60.0,0.3711,0.7695,13.83,20.91,0.000559,0.000643,0.0,0.0,0.000643,9.23,7.92,0.015845,0.0158,0.0006,0.0,59.6311,0.0,417.4024
1399,2026-06-01 23:19:00,Normal,1,Tomato,59.6311,60.0,0.3689,0.7696,13.83,19.61,0.000493,0.000567,0.0,0.0,0.000567,9.23,7.91,0.015818,0.0158,0.0006,0.0,59.6333,0.0,417.4176
1400,2026-06-01 23:20:00,Normal,1,Tomato,59.6333,60.0,0.3667,0.7696,13.83,17.71,0.000462,0.000531,0.0,0.0,0.000531,9.23,7.89,0.01579,0.0158,0.0005,0.0,59.6355,0.0,417.4329
1401,2026-06-01 23:21:00,Normal,1,Tomato,59.6355,60.0,0.3645,0.7697,13.83,22.93,0.000548,0.00063,0.0,0.0,0.00063,9.23,7.88,0.015762,0.0158,0.0006,0.0,59.6376,0.0,417.4482
1402,2026-06-01 23:22:00,Normal,1,Tomato,59.6376,60.0,0.3624,0.7697,13.83,16.4,0.000435,0.0005,0.0,0.0,0.0005,9.23,7.86,0.015721,0.0157,0.0005,0.0,59.6398,0.0,417.4633
1403,2026-06-01 23:23:00,Normal,1,Tomato,59.6398,60.0,0.3602,0.7698,13.83,18.59,0.000693,0.000797,0.0,0.0,0.000797,9.23,7.85,0.015708,0.0157,0.0008,0.0,59.6419,0.0,417.4785
1404,2026-06-01 23:24:00,Normal,1,Tomato,59.6419,60.0,0.3581,0.7698,13.84,18.05,0.000449,0.000516,0.0,0.0,0.000516,9.23,7.84,0.015681,0.0157,0.0005,0.0,59.6441,0.0,417.4934
1405,2026-06-01 23:25:00,Normal,1,Tomato,59.6441,60.0,0.3559,0.7699,13.84,15.06,0.000438,0.000504,0.0,0.0,0.000504,9.23,7.65,0.015309,0.0153,0.0005,0.0,59.6462,0.0,417.5086
1406,2026-06-01 23:26:00,Normal,1,Tomato,59.6462,60.0,0.3538,0.7699,13.84,19.22,0.000295,0.000339,0.0,0.0,0.000339,9.23,7.81,0.015627,0.0156,0.0003,0.0,59.6484,0.0,417.5234
1407,2026-06-01 23:27:00,Normal,1,Tomato,59.6484,60.0,0.3516,0.77,13.84,19.39,0.000396,0.000455,0.0,0.0,0.000455,9.23,7.8,0.015599,0.0156,0.0005,0.0,59.6505,0.0,417.5387
1408,2026-06-01 23:28:00,Normal,1,Tomato,59.6505,60.0,0.3495,0.77,13.84,16.88,0.000517,0.000595,0.0,0.0,0.000595,9.23,7.79,0.015572,0.0156,0.0006,0.0,59.6527,0.0,417.5538
1409,2026-06-01 23:29:00,Normal,1,Tomato,59.6527,60.0,0.3473,0.7701,13.85,15.97,0.00031,0.000356,0.0,0.0,0.000356,9.23,7.72,0.015436,0.0154,0.0004,0.0,59.6548,0.0,417.5688
1410,2026-06-01 23:30:00,Normal,1,Tomato,59.6548,60.0,0.3452,0.7701,13.85,16.23,0.000234,0.000269,0.0,0.0,0.000269,9.23,7.74,0.015479,0.0155,0.0003,0.0,59.657,0.0,417.5839
1411,2026-06-01 23:31:00,Normal,1,Tomato,59.657,60.0,0.343,0.7702,13.85,21.73,0.000462,0.000531,0.0,0.0,0.000531,9.23,7.74,0.01549,0.0155,0.0005,0.0,59.6592,0.0,417.5991
1412,2026-06-01 23:32:00,Normal,1,Tomato,59.6592,60.0,0.3408,0.7702,13.85,15.37,0.00051,0.000586,0.0,0.0,0.000586,9.23,7.61,0.015212,0.0152,0.0006,0.0,59.6612,0.0,417.6141
1413,2026-06-01 23:33:00,Normal,1,Tomato,59.6612,60.0,0.3388,0.7702,13.85,15.15,0.000409,0.00047,0.0,0.0,0.00047,9.23,7.57,0.015138,0.0151,0.0005,0.0,59.6633,0.0,417.6287
1414,2026-06-01 23:34:00,Normal,1,Tomato,59.6633,60.0,0.3367,0.7703,13.85,16.4,0.00039,0.000448,0.0,0.0,0.000448,9.23,7.7,0.01541,0.0154,0.0004,0.0,59.6655,0.0,417.6434
1415,2026-06-01 23:35:00,Normal,1,Tomato,59.6655,60.0,0.3345,0.7703,13.86,15.37,0.000234,0.000269,0.0,0.0,0.000269,9.23,7.57,0.015139,0.0151,0.0003,0.0,59.6676,0.0,417.6584
1416,2026-06-01 23:36:00,Normal,1,Tomato,59.6676,60.0,0.3324,0.7704,13.86,17.91,0.000461,0.00053,0.0,0.0,0.00053,9.23,7.68,0.015355,0.0154,0.0005,0.0,59.6697,0.0,417.6733
1417,2026-06-01 23:37:00,Normal,1,Tomato,59.6697,60.0,0.3303,0.7704,13.86,16.57,0.000464,0.000534,0.0,0.0,0.000534,9.23,7.66,0.015328,0.0153,0.0005,0.0,59.6718,0.0,417.6881
1418,2026-06-01 23:38:00,Normal,1,Tomato,59.6718,60.0,0.3282,0.7705,13.86,15.27,0.000236,0.000271,0.0,0.0,0.000271,9.23,7.52,0.015044,0.015,0.0003,0.0,59.674,0.0,417.7029
1419,2026-06-01 23:39:00,Normal,1,Tomato,59.674,60.0,0.326,0.7705,13.86,15.37,0.000474,0.000545,0.0,0.0,0.000545,9.23,7.52,0.015042,0.015,0.0005,0.0,59.676,0.0,417.7177
1420,2026-06-01 23:40:00,Normal,1,Tomato,59.676,60.0,0.324,0.7706,13.87,15.41,0.000445,0.000512,0.0,0.0,0.000512,9.23,7.51,0.015028,0.015,0.0005,0.0,59.6781,0.0,417.7322
1421,2026-06-01 23:41:00,Normal,1,Tomato,59.6781,60.0,0.3219,0.7706,13.87,15.43,0.000447,0.000514,0.0,0.0,0.000514,9.23,7.5,0.015008,0.015,0.0005,0.0,59.6802,0.0,417.7467
1422,2026-06-01 23:42:00,Normal,1,Tomato,59.6802,60.0,0.3198,0.7707,13.87,15.39,0.000432,0.000497,0.0,0.0,0.000497,9.23,7.49,0.014975,0.015,0.0005,0.0,59.6822,0.0,417.7612
1423,2026-06-01 23:43:00,Normal,1,Tomato,59.6822,60.0,0.3178,0.7707,13.87,15.33,0.000448,0.000515,0.0,0.0,0.000515,9.23,7.47,0.014936,0.0149,0.0005,0.0,59.6843,0.0,417.7757
1424,2026-06-01 23:44:00,Normal,1,Tomato,59.6843,60.0,0.3157,0.7708,13.87,15.45,0.00041,0.000471,0.0,0.0,0.000471,9.23,7.47,0.014941,0.0149,0.0005,0.0,59.6864,0.0,417.7901
1425,2026-06-01 23:45:00,Normal,1,Tomato,59.6864,60.0,0.3136,0.7708,13.87,15.56,0.00042,0.000483,0.0,0.0,0.000483,9.23,7.47,0.014944,0.0149,0.0005,0.0,59.6884,0.0,417.8046
1426,2026-06-01 23:46:00,Normal,1,Tomato,59.6884,60.0,0.3116,0.7709,13.88,15.43,0.000224,0.000258,0.0,0.0,0.000258,9.23,7.44,0.014889,0.0149,0.0003,0.0,59.6905,0.0,417.8191
1427,2026-06-01 23:47:00,Normal,1,Tomato,59.6905,60.0,0.3095,0.7709,13.88,15.45,0.000229,0.000263,0.0,0.0,0.000263,9.23,7.43,0.014867,0.0149,0.0003,0.0,59.6926,0.0,417.8337
1428,2026-06-01 23:48:00,Normal,1,Tomato,59.6926,60.0,0.3074,0.7709,13.88,15.48,0.000302,0.000347,0.0,0.0,0.000347,9.23,7.43,0.014852,0.0149,0.0003,0.0,59.6947,0.0,417.8483
1429,2026-06-01 23:49:00,Normal,1,Tomato,59.6947,60.0,0.3053,0.771,13.88,16.03,0.000379,0.000436,0.0,0.0,0.000436,9.23,7.48,0.014959,0.015,0.0004,0.0,59.6968,0.0,417.8628
1430,2026-06-01 23:50:00,Normal,1,Tomato,59.6968,60.0,0.3032,0.771,13.88,15.6,0.00037,0.000425,0.0,0.0,0.000425,9.23,7.42,0.014831,0.0148,0.0004,0.0,59.6988,0.0,417.8773
1431,2026-06-01 23:51:00,Normal,1,Tomato,59.6988,60.0,0.3012,0.7711,13.89,15.68,0.000356,0.000409,0.0,0.0,0.000409,9.23,7.41,0.014825,0.0148,0.0004,0.0,59.7009,0.0,417.8917
1432,2026-06-01 23:52:00,Normal,1,Tomato,59.7009,60.0,0.2991,0.7711,13.89,15.69,0.000412,0.000474,0.0,0.0,0.000474,9.23,7.4,0.014803,0.0148,0.0005,0.0,59.7029,0.0,417.9061
1433,2026-06-01 23:53:00,Normal,1,Tomato,59.7029,60.0,0.2971,0.7712,13.89,15.78,0.000397,0.000457,0.0,0.0,0.000457,9.23,7.4,0.0148,0.0148,0.0005,0.0,59.705,0.0,417.9204
1434,2026-06-01 23:54:00,Normal,1,Tomato,59.705,60.0,0.295,0.7712,13.89,15.63,0.000272,0.000313,0.0,0.0,0.000313,9.23,7.37,0.014741,0.0147,0.0003,0.0,59.707,0.0,417.9347
1435,2026-06-01 23:55:00,Normal,1,Tomato,59.707,60.0,0.293,0.7713,13.89,15.68,0.00035,0.000402,0.0,0.0,0.000402,9.23,7.36,0.014728,0.0147,0.0004,0.0,59.7091,0.0,417.9491
1436,2026-06-01 23:56:00,Normal,1,Tomato,59.7091,60.0,0.2909,0.7713,13.89,15.73,0.000254,0.000292,0.0,0.0,0.000292,9.23,7.36,0.014715,0.0147,0.0003,0.0,59.7111,0.0,417.9634
1437,2026-06-01 23:57:00,Normal,1,Tomato,59.7111,60.0,0.2889,0.7714,13.9,15.97,0.000286,0.000329,0.0,0.0,0.000329,9.23,7.37,0.014747,0.0147,0.0003,0.0,59.7132,0.0,417.9778
1438,2026-06-01 23:58:00,Normal,1,Tomato,59.7132,60.0,0.2868,0.7714,13.9,15.84,0.000343,0.000394,0.0,0.0,0.000394,9.23,7.35,0.014691,0.0147,0.0004,0.0,59.7152,0.0,417.9922
1439,2026-06-01 23:59:00,Normal,1,Tomato,59.7152,60.0,0.2848,0.7714,13.9,15.65,4.2e-05,4.8e-05,0.0,0.0,4.8e-05,9.23,7.31,0.014622,0.0146,0.0,0.0,59.7173,0.0,418.0065
0,2026-06-01 00:00:00,Hot & Dry,1,Tomato,55.0,60.0,5.0,0.6667,25.99,33.69,0.000994,0.001143,0.0,0.0,0.001143,9.23,27.39,0.054772,0.0548,0.0011,0.0,55.0077,0.0,385.0
1,2026-06-01 00:01:00,Hot & Dry,1,Tomato,55.0077,60.0,4.9923,0.6668,25.94,35.75,0.001091,0.001255,0.0,0.0,0.001255,9.23,28.46,0.056924,0.0569,0.0013,0.0,55.0156,0.0,385.0536
2,2026-06-01 00:02:00,Hot & Dry,1,Tomato,55.0156,60.0,4.9844,0.667,25.89,31.62,0.000857,0.000986,0.0,0.0,0.000986,9.23,25.15,0.050302,0.0503,0.001,0.0,55.0227,0.0,385.1093
3,2026-06-01 00:03:00,Hot & Dry,1,Tomato,55.0227,60.0,4.9773,0.6672,25.84,35.78,0.001112,0.001279,0.0,0.0,0.001279,9.23,28.05,0.056099,0.0561,0.0013,0.0,55.0305,0.0,385.1586
4,2026-06-01 00:04:00,Hot & Dry,1,Tomato,55.0305,60.0,4.9695,0.6673,25.79,32.92,0.000912,0.001049,0.0,0.0,0.001049,9.23,25.98,0.051955,0.052,0.001,0.0,55.0378,0.0,385.2134
5,2026-06-01 00:05:00,Hot & Dry,1,Tomato,55.0378,60.0,4.9622,0.6675,25.74,34.34,0.000988,0.001136,0.0,0.0,0.001136,9.23,27.14,0.054281,0.0543,0.0011,0.0,55.0453,0.0,385.2643
6,2026-06-01 00:06:00,Hot & Dry,1,Tomato,55.0453,60.0,4.9547,0.6677,25.69,33.42,0.00124,0.001426,0.0,0.0,0.001426,9.23,26.09,0.052188,0.0522,0.0014,0.0,55.0526,0.0,385.3174
7,2026-06-01 00:07:00,Hot & Dry,1,Tomato,55.0526,60.0,4.9474,0.6678,25.64,34.78,0.001145,0.001317,0.0,0.0,0.001317,9.23,27.2,0.054409,0.0544,0.0013,0.0,55.0602,0.0,385.3682
8,2026-06-01 00:08:00,Hot & Dry,1,Tomato,55.0602,60.0,4.9398,0.668,25.58,34.59,0.001167,0.001342,0.0,0.0,0.001342,9.23,26.83,0.053663,0.0537,0.0013,0.0,55.0677,0.0,385.4213
9,2026-06-01 00:09:00,Hot & Dry,1,Tomato,55.0677,60.0,4.9323,0.6682,25.53,30.73,0.000768,0.000883,0.0,0.0,0.000883,9.23,23.29,0.046579,0.0466,0.0009,0.0,55.0742,0.0,385.4736
10,2026-06-01 00:10:00,Hot & Dry,1,Tomato,55.0742,60.0,4.9258,0.6683,25.49,31.92,0.001373,0.001579,0.0,0.0,0.001579,9.23,24.11,0.048216,0.0482,0.0016,0.0,55.0808,0.0,385.5193
11,2026-06-01 00:11:00,Hot & Dry,1,Tomato,55.0808,60.0,4.9192,0.6685,25.44,32.03,0.000864,0.000994,0.0,0.0,0.000994,9.23,24.05,0.048096,0.0481,0.001,0.0,55.0876,0.0,385.5659
12,2026-06-01 00:12:00,Hot & Dry,1,Tomato,55.0876,60.0,4.9124,0.6686,25.4,32.47,0.001287,0.00148,0.0,0.0,0.00148,9.23,24.26,0.048521,0.0485,0.0015,0.0,55.0943,0.0,385.613
13,2026-06-01 00:13:00,Hot & Dry,1,Tomato,55.0943,60.0,4.9057,0.6688,25.35,33.66,0.001231,0.001416,0.0,0.0,0.001416,9.23,25.13,0.050259,0.0503,0.0014,0.0,55.1013,0.0,385.66
14,2026-06-01 00:14:00,Hot & Dry,1,Tomato,55.1013,60.0,4.8987,0.6689,25.3,34.65,0.001148,0.00132,0.0,0.0,0.00132,9.23,25.8,0.051606,0.0516,0.0013,0.0,55.1084,0.0,385.7088
15,2026-06-01 00:15:00,Hot & Dry,1,Tomato,55.1084,60.0,4.8916,0.6691,25.25,32.74,0.0009,0.001035,0.0,0.0,0.001035,9.23,23.98,0.047968,0.048,0.001,0.0,55.1151,0.0,385.7591
16,2026-06-01 00:16:00,Hot & Dry,1,Tomato,55.1151,60.0,4.8849,0.6692,25.21,35.9,0.001039,0.001195,0.0,0.0,0.001195,9.23,25.39,0.050787,0.0508,0.0012,0.0,55.1222,0.0,385.806
17,2026-06-01 00:17:00,Hot & Dry,1,Tomato,55.1222,60.0,4.8778,0.6694,25.16,33.86,0.000933,0.001073,0.0,0.0,0.001073,9.23,24.6,0.049201,0.0492,0.0011,0.0,55.1291,0.0,385.8556
18,2026-06-01 00:18:00,Hot & Dry,1,Tomato,55.1291,60.0,4.8709,0.6695,25.11,35.68,0.001052,0.00121,0.0,0.0,0.00121,9.23,24.97,0.049944,0.0499,0.0012,0.0,55.1361,0.0,385.9037
19,2026-06-01 00:19:00,Hot & Dry,1,Tomato,55.1361,60.0,4.8639,0.6697,25.06,34.51,0.000959,0.001103,0.0,0.0,0.001103,9.23,24.76,0.049519,0.0495,0.0011,0.0,55.143,0.0,385.9524
20,2026-06-01 00:20:00,Hot & Dry,1,Tomato,55.143,60.0,4.857,0.6698,25.02,29.85,0.000681,0.000783,0.0,0.0,0.000783,9.23,20.96,0.041925,0.0419,0.0008,0.0,55.1488,0.0,386.0008
21,2026-06-01 00:21:00,Hot & Dry,1,Tomato,55.1488,60.0,4.8512,0.67,24.98,33.4,0.001181,0.001358,0.0,0.0,0.001358,9.23,23.61,0.047219,0.0472,0.0014,0.0,55.1554,0.0,386.0419
22,2026-06-01 00:22:00,Hot & Dry,1,Tomato,55.1554,60.0,4.8446,0.6701,24.93,35.08,0.000988,0.001136,0.0,0.0,0.001136,9.23,24.45,0.048898,0.0489,0.0011,0.0,55.1622,0.0,386.0878
